Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2016,Tot_Dsg_Unts_2016,Tot_Clms_2016,Avg_Spnd_Per_Dsg_Unt_Wghtd_2016,Avg_Spnd_Per_Clm_2016,Outlier_Flag_2016,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Chg_Avg_Spnd_Per_Dsg_Unt_19_20,CAGR_Avg_Spnd_Per_Dsg_Unt_16_20
"Acebutolol HCl","Acebutolol HCl",3,Overall,"$118,059.39","401,518","7,341",$0.30,$16.08,0,"$128,570.66","436,303","7,844",$0.30,$16.39,0,"$120,570.56","404,419","7,373",$0.30,$16.35,0,"$158,864.18","$375,346.50","6,720",$0.42,$23.64,0,"$230,816.06","412,941.4","6,549",$0.56,$35.24,0,42.04%,17.36%
"Acebutolol HCl","Acebutolol HCl",1,Avpak,,,,,,,,,,,,,,,,,,,$509.68,"$1,024.00",19,$0.50,$26.83,1,$582.85,791,14,$0.74,$41.63,1,48.04%,48.04%
"Acebutolol HCl","Acebutolol HCl",1,Mylan,"$59,180.16","203,773","3,626",$0.29,$16.32,0,"$61,201.07","210,446","3,669",$0.29,$16.68,0,"$58,390.19","197,104","3,531",$0.30,$16.54,0,"$13,218.47","$30,734.00",589,$0.43,$22.44,0,"$11,743.26","17,998",310,$0.65,$37.88,0,49.73%,22.04%
"Acebutolol HCl","Acebutolol HCl",1,"Amneal Pharmace","$58,879.23","197,745","3,715",$0.30,$15.85,0,"$67,369.59","225,857","4,175",$0.30,$16.14,0,"$62,180.37","207,315","3,842",$0.30,$16.18,0,"$145,136.03","$343,588.50","6,112",$0.42,$23.75,0,"$218,489.95","394,152.4","6,225",$0.56,$35.10,0,30.93%,16.77%
Acephen,Acetaminophen,1,Overall,,,,,,,,,,,,,,,,,,,$215.46,$69.93,47,$3.07,$4.58,1,$31.30,20.552,17,$1.60,$1.84,1,-47.78%,-47.78%
Acephen,Acetaminophen,1,"Cosette Pharmac",,,,,,,,,,,,,,,,,,,$215.46,$69.93,47,$3.07,$4.58,1,$31.30,20.552,17,$1.60,$1.84,1,-47.78%,-47.78%
Acetadote,Acetylcysteine,1,Overall,"$147,589.54","19,937.825",312,$7.40,$473.04,1,"$88,047.04","16,749.613",244,$5.26,$360.85,1,"$63,961.85","13,117.15",172,$4.88,$371.87,1,"$52,978.41","$10,652.22",149,$4.97,$355.56,1,"$82,394.60","9,715.105",169,$8.48,$487.54,1,70.53%,3.46%
Acetadote,Acetylcysteine,1,"Cumberland Phar","$147,589.54","19,937.825",312,$7.40,$473.04,1,"$88,047.04","16,749.613",244,$5.26,$360.85,1,"$63,961.85","13,117.15",172,$4.88,$371.87,1,"$52,978.41","$10,652.22",149,$4.97,$355.56,1,"$82,394.60","9,715.105",169,$8.48,$487.54,1,70.53%,3.46%
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,1,Overall,,,,,,,"$174,410.99","65,619",979,$2.66,$178.15,0,"$180,852.82","67,321",883,$2.69,$204.82,0,"$149,993.32","$54,123.00",751,$2.77,$199.72,0,"$122,127.53","46,481",593,$2.63,$205.95,0,3.16%,-0.38%
Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,1,"Xspire Pharma",,,,,,,"$174,410.99","65,619",979,$2.66,$178.15,0,"$180,852.82","67,321",883,$2.69,$204.82,0,"$149,993.32","$54,123.00",751,$2.77,$199.72,0,"$122,127.53","46,481",593,$2.63,$205.95,0,-5.19%,-0.38%
Acetaminophen*,Acetaminophen,4,Overall,$616.99,58,26,$10.55,$23.73,1,$263.53,49,24,$5.38,$10.98,1,$202.31,"3,731",31,$0.05,$6.53,1,"$1,559.34","$9,827.00",155,$0.89,$10.06,1,"$28,189.98","78,140",618,$1.47,$45.61,1,1545.14%,-38.93%
Acetaminophen*,Acetaminophen,1,"Llorens Pharm",,,,,,,,,,,,,,,,,,,,,,,,,"$1,552.85","68,359",377,$0.02,$4.12,0,,0.00%
Acetaminophen*,Acetaminophen,1,"Plus Pharma,Inc",,,,,,,,,,,,,$202.31,"3,731",31,$0.05,$6.53,1,$621.56,"$9,517.00",109,$0.07,$5.70,1,$431.01,"6,664",85,$0.06,$5.07,1,-0.97%,9.21%
Acetaminophen*,Acetaminophen,1,UDL,$616.99,58,26,$10.55,$23.73,1,$263.53,49,24,$5.38,$10.98,1,,,,,,,$937.78,$310.00,46,$2.85,$20.39,1,"$1,258.19",251,125,$4.98,$10.07,1,74.66%,-17.11%
Acetaminophen*,Acetaminophen,1,Sandoz,,,,,,,,,,,,,,,,,,,,,,,,,"$24,947.93","2,866",31,$8.70,$804.77,1,,0.00%
Acetaminophen-Codeine,"Acetaminophen With Codeine",11,Overall,"$22,180,162.30","119,830,447.1","2,743,760",$0.24,$8.08,0,"$20,772,311.46","100,863,335.77","2,473,601",$0.24,$8.40,0,"$15,068,320.05","66,629,496.643","1,841,920",$0.25,$8.18,0,"$12,095,273.78","$50,504,605.34","1,486,224",$0.26,$8.14,0,"$9,697,261.04","41,975,047.232","1,247,586",$0.24,$7.77,0,4.26%,0.56%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Teva USA","$9,510,497.45","39,256,104","1,148,353",$0.23,$8.28,0,"$6,714,881.36","27,336,033.98","832,248",$0.24,$8.07,0,"$2,807,958.75","11,417,188","321,803",$0.24,$8.73,0,"$1,397,583.02","$5,526,445.00","153,348",$0.24,$9.11,0,"$462,883.29","1,921,421.3","50,582",$0.23,$9.15,0,-3.75%,0.25%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Qualitest/Par P",,,,,,,"$438,994.06","994,086.5","29,275",$0.47,$15.00,0,"$661,906.19","1,867,254","59,837",$0.37,$11.06,0,"$734,482.19","$2,289,288.00","72,247",$0.33,$10.17,0,"$462,485.00","1,550,718","58,745",$0.30,$7.87,0,-8.71%,-13.82%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,Pharmaceutical,"$328,672.49","6,483,843.518","47,738",$0.14,$6.88,0,"$228,335.21","4,304,912.264","30,782",$0.07,$7.42,0,"$88,181.26","1,968,368.314","12,235",$0.05,$7.21,0,"$48,830.77","$1,258,439.27","6,992",$0.04,$6.98,0,"$31,011.74","886,830.5","4,780",$0.04,$6.49,0,-12.95%,-28.63%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,Ahp,"$146,449.36","14,978.006","1,150",$19.46,$127.35,1,"$25,202.68","8,803.5","1,031",$7.24,$24.44,1,"$3,603.24","6,201",588,$1.50,$6.13,0,"$4,713.10","$1,620.00",375,$5.80,$12.57,1,"$1,299.69","1,309.5",216,$1.18,$6.02,1,-79.66%,-50.39%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Amneal Pharmace","$5,651,617.68","22,853,867","794,246",$0.25,$7.12,0,"$4,469,621.68","16,822,925","609,305",$0.27,$7.34,0,"$3,119,944.23","11,503,177","434,813",$0.27,$7.18,0,"$1,771,221.98","$5,663,178.00","231,370",$0.31,$7.66,0,"$450,929.70","2,005,246","81,846",$0.22,$5.51,0,-28.10%,-2.35%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Mallinckrodt Ph","$4,343,850.81","15,226,930.002","461,375",$0.28,$9.42,0,"$5,928,161.32","22,867,738.4","648,750",$0.25,$9.14,0,"$5,451,774.56","21,676,147.311","642,787",$0.24,$8.48,0,"$5,345,405.02","$20,862,903.52","669,705",$0.25,$7.98,0,"$5,664,525.35","22,061,944.709","698,561",$0.26,$8.11,0,1.74%,-2.33%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Hi-Tech/Akorn C","$1,122,312.72","26,382,461.848","188,865",$0.04,$5.94,0,"$715,684.07","16,774,983.58","114,132",$0.04,$6.27,0,"$226,982.69","6,373,982.445","36,405",$0.04,$6.23,0,"$135,525.87","$3,877,823.05","20,477",$0.04,$6.62,0,"$81,352.20","2,455,935.763","11,839",$0.03,$6.87,0,-5.23%,-6.03%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Aurobindo Pharm","$798,212.77","2,780,257","51,404",$0.27,$15.53,0,"$2,097,654.98","7,672,301.889","180,793",$0.26,$11.60,0,"$2,662,121.85","10,608,433","325,077",$0.24,$8.19,0,"$2,631,721.96","$10,447,177.00","327,416",$0.24,$8.04,0,"$2,189,598.01","9,284,692","293,348",$0.22,$7.46,0,-7.09%,-4.70%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Morton Grove Ph","$249,732.46","6,824,338.092","48,981",$0.04,$5.10,0,"$145,690.58","4,076,081.358","26,164",$0.04,$5.57,0,"$41,010.58","1,204,628.573","7,639",$0.03,$5.37,0,"$17,116.02","$545,785.50","2,939",$0.03,$5.82,0,"$5,805.03","172,282.46","1,045",$0.03,$5.56,0,7.44%,-2.04%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Eywa Pharma Inc",,,,,,,,,,,,,,,,,,,"$6,147.73","$30,361.00",687,$0.20,$8.95,0,"$345,207.53","1,633,821","46,134",$0.21,$7.48,0,4.60%,4.60%
Acetaminophen-Codeine,"Acetaminophen With Codeine",1,"Mylan Instituti","$28,816.56","7,667.63","1,648",$3.76,$17.49,1,"$8,085.52","5,469.3","1,121",$1.48,$7.21,0,"$4,836.70","4,117",736,$1.17,$6.57,0,"$2,526.12","$1,585.00",668,$1.59,$3.78,0,"$2,163.50",846,490,$2.56,$4.42,1,60.46%,-9.18%
Acetazolamide,Acetazolamide,9,Overall,"$15,854,092.27","7,839,359.586","106,178",$2.04,$149.32,0,"$15,028,302.21","8,301,375.964","111,824",$1.82,$134.39,0,"$11,396,241.62","8,248,691.33","109,169",$1.38,$104.39,0,"$8,370,474.35","$7,109,691.95","90,547",$1.17,$92.44,0,"$7,564,235.80","8,218,755.637","88,641",$0.94,$85.34,0,-14.83%,-17.56%
Acetazolamide,Acetazolamide,1,"Novitium Pharma",,,,,,,,,,,,,,,,,,,,,,,,,"$75,137.61","84,608",880,$0.89,$85.38,0,,0.00%
Acetazolamide,Acetazolamide,1,"Eywa Pharma Inc",,,,,,,,,,,,,,,,,,,,,,,,,"$35,210.32","38,483",402,$0.90,$87.59,0,,0.00%
Acetazolamide,Acetazolamide,1,"Taro Pharm USA","$5,573,739.36","2,987,725.445","40,615",$1.85,$137.23,0,"$4,970,137.55","2,951,040.783","40,280",$1.67,$123.39,0,"$4,153,657.40","3,052,116.272","40,290",$1.36,$103.09,0,"$3,581,325.52","$2,987,494.51","39,198",$1.20,$91.37,0,"$2,797,636.76","2,713,180.763","32,185",$1.03,$86.92,0,-13.81%,-13.66%
Acetazolamide,Acetazolamide,1,Ahp,"$27,607.76","10,347.007",266,$2.67,$103.79,0,"$13,705.18","6,056",345,$2.12,$39.73,0,"$7,366.30","3,384",177,$2.16,$41.62,1,$514.45,$603.00,38,$0.85,$13.54,1,"$2,634.50","2,121.2",73,$1.24,$36.09,1,45.58%,-17.39%
Acetazolamide,Acetazolamide,1,"Lannett Co. Inc","$6,295,199.26","3,269,344.134","40,854",$1.93,$154.09,0,"$5,979,582.88","3,318,112.157","40,516",$1.80,$147.59,0,"$3,058,301.02","2,125,801.097","26,063",$1.44,$117.34,0,"$1,949,672.48","$1,617,919.03","19,533",$1.21,$99.81,0,"$1,857,616.62","2,515,769.596","20,238",$0.74,$91.79,0,-38.73%,-21.31%
Acetazolamide,Acetazolamide,1,"Major Pharmaceu",,,,,,,,,,,,,,,,,,,"$1,649.43","$1,342.50",16,$1.23,$103.09,1,"$6,032.72","5,257.6",80,$1.15,$75.41,0,-6.61%,-6.61%
Acetazolamide,Acetazolamide,1,"Strides Pharma",,,,,,,,,,,,,"$760,944.76","586,065.8","7,101",$1.30,$107.16,0,"$1,767,149.07","$1,537,819.40","18,957",$1.15,$93.22,0,"$1,630,939.76","1,631,855.907","19,492",$1.00,$83.67,0,-12.81%,-12.16%
Acetazolamide,Acetazolamide,1,Breckenridge,,,,,,,,,,,,,,,,,,,,,,,,,"$1,040.55",920,12,$1.12,$86.71,1,,0.00%
Acetazolamide,Acetazolamide,1,"Heritage Pharma","$3,957,545.89","1,571,943","24,443",$2.52,$161.91,0,"$4,064,876.60","2,026,167.024","30,683",$2.02,$132.48,0,"$3,415,972.14","2,481,324.161","35,538",$1.38,$96.12,0,"$1,070,163.40","$964,513.52","12,805",$1.11,$83.57,0,"$1,157,986.96","1,226,559.571","15,279",$0.94,$75.79,0,-14.71%,-21.76%
"Acetazolamide ER",Acetazolamide,6,Overall,,,,,,,,,,,,,,,,,,,"$4,107,477.23","$3,488,545.00","49,814",$1.18,$82.46,0,"$3,509,385.28","3,785,386.175","51,073",$0.93,$68.71,0,-21.31%,-21.31%
"Acetazolamide ER",Acetazolamide,1,"Ingenus Pharmac",,,,,,,,,,,,,,,,,,,"$1,146,249.09","$966,413.00","14,031",$1.19,$81.69,0,"$1,474,052.81","1,637,209","22,127",$0.90,$66.62,0,-24.09%,-24.09%
"Acetazolamide ER",Acetazolamide,1,"Teva USA",,,,,,,,,,,,,,,,,,,"$47,077.87","$36,682.00",591,$1.28,$79.66,0,"$18,120.24","19,076",296,$0.95,$61.22,0,-25.99%,-25.99%
"Acetazolamide ER",Acetazolamide,1,"Nostrum Laborat",,,,,,,,,,,,,,,,,,,"$494,928.77","$419,225.00","5,937",$1.18,$83.36,0,"$793,284.83","850,734","11,711",$0.93,$67.74,0,-21.02%,-21.02%
"Acetazolamide ER",Acetazolamide,1,"Zydus Pharmaceu",,,,,,,,,,,,,,,,,,,"$326,283.82","$276,203.00","4,196",$1.18,$77.76,0,"$194,260.66","185,970","2,389",$1.04,$81.31,0,-11.58%,-11.58%
"Acetazolamide ER",Acetazolamide,1,"Heritage Pharma",,,,,,,,,,,,,,,,,,,"$2,092,937.68","$1,790,022.00","25,059",$1.17,$83.52,0,"$1,029,100.39","1,091,677.175","14,538",$0.94,$70.79,0,-19.38%,-19.38%
"Acetazolamide ER",Acetazolamide,1,"Alembic Pharmac",,,,,,,,,,,,,,,,,,,,,,,,,$566.35,720,12,$0.79,$47.20,1,,0.00%
"Acetazolamide Sodium","Acetazolamide Sodium",5,Overall,"$85,620.88","1,232.501",403,$96.40,$212.46,1,"$79,199.30","1,382.89",406,$53.32,$195.07,1,"$112,311.43","3,044",476,$39.39,$235.95,1,"$112,084.06","$2,464.07",553,$62.91,$202.68,1,"$67,187.86","1,508.25",371,$47.74,$181.10,1,59.71%,-16.11%
"Acetazolamide Sodium","Acetazolamide Sodium",1,West-Ward/Hikma,,,,,,,,,,,,,"$15,939.48",418,67,$38.13,$237.90,1,"$3,865.94",$463.50,62,$8.34,$62.35,1,"$6,552.94",153,71,$42.83,$92.29,1,413.50%,5.98%
"Acetazolamide Sodium","Acetazolamide Sodium",1,"X-Gen Pharmaceu","$59,567.91","1,058.501",296,$56.28,$201.24,1,"$64,317.36","1,182.64",283,$54.38,$227.27,1,"$94,814.13","2,053",347,$46.18,$273.24,1,"$67,438.98","$1,270.57",284,$53.08,$237.46,1,"$30,322.42",752.25,150,$40.31,$202.15,1,-24.06%,-8.00%
"Acetazolamide Sodium","Acetazolamide Sodium",1,X-Gen/Premierpr,"$21,220.09",24,22,$884.17,$964.55,1,"$12,971.88",88.25,32,$146.99,$405.37,1,,,,,,,"$1,368.51",$38.00,30,$36.01,$45.62,1,$288.38,14,12,$20.60,$24.03,1,-42.80%,-60.93%
"Acetazolamide Sodium","Acetazolamide Sodium",1,X-Gen/Novaplus,"$4,832.88",150,85,$32.22,$56.86,1,"$1,910.06",112,91,$17.05,$20.99,1,"$1,557.82",573,62,$2.72,$25.13,1,"$24,803.18",$638.50,129,$38.85,$192.27,0,"$23,019.52",495,68,$46.50,$338.52,1,19.71%,9.61%
"Acetazolamide Sodium","Acetazolamide Sodium",1,"Mylan Instituti",,,,,,,,,,,,,,,,,,,"$14,607.45",$53.50,48,$273.04,$304.32,1,"$7,004.60",94,70,$74.52,$100.07,1,-72.71%,-72.71%
"Acetic Acid*","Acetic Acid",8,Overall,"$361,723.28","4,024,066.124","15,609",$1.41,$23.17,0,"$683,815.72","8,535,234.046","29,252",$1.32,$23.38,0,"$664,541.58","8,308,953.973","31,801",$1.19,$20.90,0,"$549,003.35","$8,378,673.54","25,468",$1.18,$21.56,0,"$533,262.54","9,671,728.5","25,024",$1.08,$21.31,0,-1.14%,-6.30%
"Acetic Acid*","Acetic Acid",1,"Morton Grove Ph","$220,995.42","134,882","8,775",$1.64,$25.18,0,"$340,763.78","210,021","13,630",$1.62,$25.00,0,"$347,917.19","247,417.15","16,040",$1.41,$21.69,0,"$160,609.10","$107,866.00","7,030",$1.49,$22.85,0,"$141,749.83","101,965.5","6,666",$1.39,$21.26,0,-6.64%,-4.02%
"Acetic Acid*","Acetic Acid",1,"Icu Medical Inc",,,,,,,,,,,,,,,,,,,,,,,,,"$55,700.60","3,223,397","2,050",$0.02,$27.17,0,,0.00%
"Acetic Acid*","Acetic Acid",1,"Trupharma, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,"$37,117.59","22,185","1,433",$1.67,$25.90,0,,0.00%
"Acetic Acid*","Acetic Acid",1,"Hospira/Icu Med",,,,,,,"$61,176.48","4,224,595","3,005",$0.01,$20.36,0,"$48,095.33","3,348,889","2,286",$0.01,$21.04,0,"$57,009.21","$3,905,321.54","2,612",$0.01,$21.83,0,"$25,207.91","1,657,006","1,218",$0.02,$20.70,0,4.21%,1.66%
"Acetic Acid*","Acetic Acid",1,B.Braun,"$3,475.63","704,236",428,$0.00,$8.12,0,"$3,665.00","612,282",419,$0.01,$8.75,0,"$9,488.22","1,365,287",832,$0.01,$11.40,0,"$9,538.17","$1,430,547.00",775,$0.01,$12.31,0,"$15,060.47","2,042,452","1,236",$0.01,$12.18,0,10.59%,10.56%
"Acetic Acid*","Acetic Acid",1,"Baxter Healthca","$20,349.14","3,113,823","1,807",$0.01,$11.26,0,"$24,917.98","3,329,368.048","1,832",$0.01,$13.60,0,"$25,327.02","3,179,819.323","1,662",$0.01,$15.24,0,"$23,024.60","$2,730,251.00","1,692",$0.01,$13.61,0,"$23,025.20","2,460,271","1,675",$0.01,$13.75,0,10.98%,9.39%
"Acetic Acid*","Acetic Acid",1,"Hi-Tech/Akorn C","$116,903.09","71,125.124","4,599",$1.64,$25.42,0,"$253,292.48","158,967.998","10,366",$1.59,$24.43,0,"$233,713.82","167,541.5","10,981",$1.39,$21.28,0,"$269,241.05","$186,523.00","12,177",$1.44,$22.11,0,"$232,685.41","162,817","10,639",$1.43,$21.87,0,-0.99%,-3.44%
"Acetic Acid*","Acetic Acid",1,"Rising Pharm",,,,,,,,,,,,,,,,,,,"$29,581.22","$18,165.00","1,182",$1.63,$25.03,0,"$2,715.53","1,635",107,$1.66,$25.38,0,1.99%,1.99%
Acetylcysteine*,Acetylcysteine,9,Overall,"$1,352,870.58","1,158,679.246","10,187",$1.25,$132.80,0,"$2,455,957.18","2,723,728.035","21,779",$0.95,$112.77,0,"$2,657,125.17","2,622,760.725","20,490",$1.10,$129.68,0,"$2,622,287.71","$2,969,002.94","22,041",$0.98,$118.97,0,"$3,302,452.77","3,011,484.744","20,658",$0.90,$159.86,0,-8.40%,-7.92%
Acetylcysteine*,Acetylcysteine,1,"App/Fresenius K","$792,130.75","774,655.604","6,903",$1.13,$114.75,0,"$865,169.16","907,585.113","8,221",$1.07,$105.24,0,"$612,393.20","566,699.212","4,888",$1.18,$125.29,0,"$677,688.33","$741,468.60","5,576",$0.91,$121.54,0,"$596,867.30","776,648.931","5,612",$0.77,$106.36,0,-15.67%,-9.06%
Acetylcysteine*,Acetylcysteine,1,Hospira/Pfizer,,,,,,,"$395,838.38","1,175,622.921","8,658",$0.34,$45.72,0,"$458,286.05","1,294,713.516","9,678",$0.36,$47.35,0,"$517,846.41","$1,472,871.92","10,840",$0.35,$47.77,0,"$450,145.42","1,264,892.149","9,188",$0.36,$48.99,0,0.99%,1.59%
Acetylcysteine*,Acetylcysteine,1,"Amer. Regent","$297,820.66","327,453.5","2,783",$0.91,$107.01,0,"$718,434.69","508,917.9","4,190",$1.41,$171.46,0,"$1,004,660.57","661,613.598","4,983",$1.53,$201.62,0,"$861,732.30","$639,375.69","4,178",$1.35,$206.25,0,"$733,300.56","663,594.42","4,227",$1.12,$173.48,0,-17.03%,5.44%
Acetylcysteine*,Acetylcysteine,1,"Fresenius Kabi*",,,,,,,,,,,,,,,,,,,"$151,958.66","$31,695.08",498,$4.84,$305.14,1,"$117,266.67","46,682.725",590,$2.58,$198.76,0,-46.76%,-46.76%
Acetylcysteine*,Acetylcysteine,1,"Auromedics Phar",,,,,,,"$12,010.23","1,866.3",34,$6.44,$353.24,1,"$92,491.71","10,099",134,$9.16,$690.24,1,"$81,306.47","$14,635.70",213,$5.56,$381.72,1,"$84,905.05","18,608.902",223,$4.56,$380.74,1,-17.87%,-10.83%
Acetylcysteine*,Acetylcysteine,1,"Perrigo Co.","$204,057.89","44,951.827",360,$4.54,$566.83,0,"$301,877.23","103,167.5",443,$2.93,$681.44,1,"$345,242.88","54,896.85",531,$6.29,$650.17,0,"$190,223.38","$37,057.70",426,$5.13,$446.53,0,"$1,203,860.88","201,602.517",420,$5.97,"$2,866.34",0,16.33%,7.09%
Acetylcysteine*,Acetylcysteine,1,"Sagent Pharmace",,,,,,,,,,,,,"$4,339.50","1,180",12,$3.68,$361.63,1,"$33,596.03","$8,050.62",108,$4.17,$311.07,0,"$42,890.02","28,540.6",272,$1.50,$157.68,0,-63.99%,-36.08%
Acetylcysteine*,Acetylcysteine,1,Paddock/Novaplu,"$25,247.03","3,588.515",80,$7.04,$315.59,1,"$48,382.74","6,729.55",111,$7.19,$435.88,0,"$31,420.54","13,336.249",125,$2.36,$251.36,0,"$29,828.60","$10,244.00",106,$2.91,$281.40,0,"$20,650.26","3,472",81,$5.95,$254.94,1,104.26%,-4.11%
Acetylcysteine*,Acetylcysteine,1,"Akorn Inc.","$33,614.25","8,029.8",61,$4.19,$551.05,0,"$114,244.75","19,838.751",122,$5.76,$936.43,0,"$108,290.72","20,222.3",139,$5.36,$779.07,0,"$78,107.53","$13,603.63",96,$5.74,$813.62,0,"$52,566.61","7,442.5",45,$7.06,"$1,168.15",1,23.01%,13.97%
Acidophilus,"L. Acidophilus/Lactobac Spor",1,Overall,$200.63,"2,032",55,$0.10,$3.65,1,$110.34,"2,707",69,$0.04,$1.60,1,$126.87,"2,644",52,$0.05,$2.44,1,$106.19,"$2,897.00",57,$0.04,$1.86,1,$34.06,511,11,$0.07,$3.10,1,81.84%,-9.36%
Acidophilus,"L. Acidophilus/Lactobac Spor",1,Rugby,$200.63,"2,032",55,$0.10,$3.65,1,$110.34,"2,707",69,$0.04,$1.60,1,$126.87,"2,644",52,$0.05,$2.44,1,$106.19,"$2,897.00",57,$0.04,$1.86,1,$34.06,511,11,$0.07,$3.10,1,81.84%,-9.36%
Acidophilus,"Lactobacillus Acidophilus",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$9,187.05","1,234",29,$7.44,$316.79,1,,0.00%
Acidophilus,"Lactobacillus Acidophilus",1,"Sm-Strategic So",,,,,,,,,,,,,,,,,,,,,,,,,"$9,187.05","1,234",29,$7.44,$316.79,1,,0.00%
Acidophilus-Pectin,"L. Acidophilus/Pectin, Citrus",1,Overall,,,,,,,,,,,,,,,,,,,$97.55,$542.00,64,$0.18,$1.52,1,$804.01,"2,712",77,$0.30,$10.44,1,64.72%,64.72%
Acidophilus-Pectin,"L. Acidophilus/Pectin, Citrus",1,"Major Pharmaceu",,,,,,,,,,,,,,,,,,,$97.55,$542.00,64,$0.18,$1.52,1,$804.01,"2,712",77,$0.30,$10.44,1,64.72%,64.72%
Acidophilus-Pectin,"Lactobacillus Acidophilus/Pect",2,Overall,$800.18,"10,211",199,$0.08,$4.02,1,"$1,684.73","13,544",346,$0.13,$4.87,1,"$9,752.57","18,779",510,$0.52,$19.12,1,"$8,114.99","$18,778.00",524,$0.44,$15.49,1,"$9,357.77","29,459",711,$0.32,$13.16,1,-15.97%,41.48%
Acidophilus-Pectin,"Lactobacillus Acidophilus/Pect",1,"Major Pharmaceu",$740.43,"9,791",186,$0.08,$3.98,1,"$1,601.27","13,214",335,$0.12,$4.78,1,"$9,501.02","17,898",485,$0.53,$19.59,1,"$6,910.93","$15,010.00",433,$0.46,$15.96,1,"$8,707.30","25,691",632,$0.34,$13.78,1,-26.39%,45.50%
Acidophilus-Pectin,"Lactobacillus Acidophilus/Pect",1,"Plus Pharma,Inc",$59.75,420,13,$0.14,$4.60,1,$83.46,330,11,$0.25,$7.59,1,$251.55,881,25,$0.29,$10.06,1,"$1,204.06","$3,768.00",91,$0.32,$13.23,1,$650.47,"3,768",79,$0.17,$8.23,1,-45.98%,4.96%
Aciphex,"Rabeprazole Sodium",1,Overall,"$1,720,555.24","126,544.5","3,023",$13.60,$569.15,0,"$1,314,005.88","83,240","1,999",$15.79,$657.33,0,"$953,626.15","59,886","1,344",$15.92,$709.54,0,"$859,921.99","$52,552.00","1,141",$16.36,$753.66,0,"$727,912.37","45,255",923,$16.08,$788.64,0,2.76%,4.29%
Aciphex,"Rabeprazole Sodium",1,"Eisai Inc.","$1,720,555.24","126,544.5","3,023",$13.60,$569.15,0,"$1,314,005.88","83,240","1,999",$15.79,$657.33,0,"$953,626.15","59,886","1,344",$15.92,$709.54,0,"$859,921.99","$52,552.00","1,141",$16.36,$753.66,0,"$727,912.37","45,255",923,$16.08,$788.64,0,-1.70%,4.29%
"Aciphex Sprinkle","Rabeprazole Sodium",1,Overall,,,,,,,,,,,,,"$197,652.67","11,219",325,$17.62,$608.16,0,"$581,019.99","$29,513.00",843,$19.66,$689.23,0,"$560,469.61","28,335",796,$19.74,$704.11,0,11.62%,5.85%
"Aciphex Sprinkle","Rabeprazole Sodium",1,Zylera/Cerecor,,,,,,,,,,,,,"$197,652.67","11,219",325,$17.62,$608.16,0,"$581,019.99","$29,513.00",843,$19.66,$689.23,0,"$560,469.61","28,335",796,$19.74,$704.11,0,0.39%,5.85%
Acitretin,Acitretin,5,Overall,"$6,601,832.70","251,923","6,905",$26.19,$956.09,1,"$4,413,571.78","232,030.8","6,498",$19.08,$679.22,0,"$3,261,704.86","214,799.384","6,085",$15.23,$536.02,0,"$2,787,194.39","$208,726.60","5,770",$13.43,$483.05,0,"$3,177,165.46","278,994.209","7,486",$11.40,$424.41,0,-11.87%,-18.77%
Acitretin,Acitretin,1,"Teva USA","$3,296,619.07","106,120","2,856",$31.01,"$1,154.28",1,"$1,112,975.97","59,662","1,606",$18.68,$693.01,0,"$775,939.59","48,747.64","1,383",$15.95,$561.06,0,"$816,391.85","$55,485.00","1,445",$14.93,$564.98,0,"$263,052.44","19,184",543,$13.79,$484.44,1,-7.66%,-18.34%
